id_restaurant,label,food_type,review
1374,the hot dog spot plus,burgers,2
1375,carls,burgers,2
1376,carls,burgers,2
1377,happy burger,burgers,2
1378,juicy burger,burgers,2.7
1379,wendy's,burgers,2
1380,a & w root beer,burgers,2.8
1381,jack's hamburgers,burgers,2.3
1382,manoff's rancho burger,burgers,2
1383,wendy's,burgers,2
1384,a & w root beer,burgers,2
1385,wendy's,burgers,2
1386,wendy's,burgers,2
1387,docs super hot dog,burgers,2
1388,kasper's hot dogs,burgers,2
1389,bud's burgers,burgers,2.7
1390,chicken express,burgers,2
1391,church's fried chicken,burgers,2
1392,nation's,burgers,2
1393,new buds burgers,burgers,2
1394,pluto's hot dogs,burgers,2.3
1395,popeye's famous fried chicken,burgers,2
1396,wendy's of vacaville,burgers,2
1397,wendy's old fashion hamburgers,burgers,2
1398,casper's hot dogs,burgers,2
1399,evies hamburger,burgers,1.7
1400,george's giant hamburger,burgers,3
1401,sue's house of hot dogs,burgers,2
1402,wendy's old fashion hamburgers,burgers,2
1403,wendy's,burgers,2
1404,super hot dog,burgers,2
1405,dees giant hamburgers,burgers,2
1406,landmark hamburger stand,burgers,2
1407,jolly giant burgers,burgers,2
1408,nation's giant hamburgers,burgers,2
1409,sugar loaf burger shack,burgers,2
1410,perry's burgers,burgers,2.7
1411,better burgers & ribs,burgers,2
1412,burger city,burgers,2
1413,burgers & ribs,burgers,2
1414,broiler burger 2,burgers,2
1415,buns & burgers,burgers,2
1416,hamburger heaven,burgers,2
1417,heavenly hamburgers restrnt,burgers,2.3
1418,hungry burger,burgers,2
1419,perry's burgers,burgers,2
1420,superburger the,burgers,2
1421,babe's burgers & franks,burgers,2
1422,paradise hamburgers & ice cream,burgers,2
1423,bills burgers,burgers,2
1424,bud's burgers,burgers,2
1425,bud's burgers,burgers,2
1426,nation's giant hamburgers,burgers,2
1427,quarter pound big burger,burgers,2
1428,sunset chicken & burger,burgers,2
1429,hamburger haven restaurants,burgers,2
1430,herbs hamburger house,burgers,2
1431,nancy's hamburger,burgers,2
1432,perfect hamburger,burgers,2
1433,tic tock selfserv hamburger,burgers,2
1434,fosters freeze,burgers,2.5
1435,big burger freeze,burgers,2
1436,juicy burger,burgers,2.7
1437,nation's giant hamburgers,burgers,3
1438,chili bowl,burgers,2.3
1439,rock n robs,burgers,2.3
1440,kirk's steakburgers,burgers,2.3
1441,kirks,burgers,3
1442,jt's hamburger,burgers,2
1443,taxi's hamburgers,burgers,3.2
1444,mc donald's,burgers,3
1445,"bashfull bull, the",burgers,2.5
1446,fentons creamery & restaurant,burgers,3.2
1447,nation's giant hamburgers,burgers,3.3
1448,johnny rockets,burgers,2.8
1449,wendy's,burgers,2
1450,orphan andy's,burgers,2.6
1451,murder burgers,burgers,2.3
1452,mc donald's,burgers,2
1453,new travavel cafe,burgers,3.5
1454,in-n-out burger,burgers,3
1455,mandalay restaurant,burmese,2.8
1456,burma super star restaurant,burmese,3
1457,innya lake,burmese,2.3
1458,irrawaddy burmese cuisine,burmese,3.6
1459,planet fresh gourmet burritos,burritos,3.4
1460,alberts cafe,cafe,2.3
1461,arthur's coffee shop,cafe,2
1462,cafe enrico,cafe,3.3
1463,cafe mochaccino,cafe,2
1464,coffee & tea traders ltd,cafe,2
1465,eds specialty coffee and beans,cafe,2.3
1466,elite caffe,cafe,2
1467,jim's coffee shop,cafe,3
1468,linguini's p & g cafe,cafe,3.8
1469,south shore cafe,cafe,2
1470,courtyard cafe,cafe,2.7
1471,the alamo cafe,cafe,2
1472,alex's cafe,cafe,2
1473,highland cafe,cafe,3
1474,rendez vous cafe,cafe,2
1475,the royal cafe,cafe,2.8
1476,t j's cafe,cafe,2
1477,christels coffee shop & bakery,cafe,2
1478,lone tree cafe,cafe,2
1479,windmill family restaurant & bakery,cafe,2
1480,cafe rio,cafe,2.6
1481,cafe sparrow,cafe,3.3
1482,cat'sredible cafe,cafe,2
1483,courtside caffe,cafe,2
1484,rancho del-mar coffee shop,cafe,2
1485,surf city coffee,cafe,2
1486,the red apple cafe,cafe,2
1487,cafe capriccio,cafe,2
1488,caffe strada,cafe,2
1489,ben's coffee shop,cafe,2
1490,commodore cafe,cafe,2
1491,indianas coffee shop,cafe,2
1492,kim's cafeteria,cafe,2
1493,paradise garden cafe,cafe,2
1494,shoreway cafe,cafe,2
1495,ten twin dolphin cafe,cafe,2
1496,that coffee place,cafe,2
1497,tiger's coffee shop,cafe,2
1498,java house,cafe,2
1499,rosies cafe,cafe,2
1500,waterfront cafe & bistro,cafe,2
1501,ashkenaz music & dance cafe,cafe,2
1502,couscous,cafe,2
1503,bancroft cafe,cafe,2.7
1504,brewed awakening,cafe,2.2
1505,cafe campanile,cafe,2
1506,cafe del sol,cafe,2
1507,cafe durant,cafe,2
1508,cafe fanny,cafe,2.2
1509,cafe jun,cafe,2
1510,cafe marmara,cafe,2
1511,cafe nefeli,cafe,3
1512,cafe neutron bakery,cafe,2.7
1513,cafe retta,cafe,3
1514,cafe rio,cafe,2
1515,caffe espresso,cafe,1.7
1516,caffe mediterraneum,cafe,3.2
1517,chesters cafe,cafe,3
1518,clarinet cafe,cafe,2.7
1519,dwight way cafe subcity,cafe,2
1520,edy's of berkeley,cafe,1.8
1521,elmwood cafe,cafe,2
1522,espresso roma,cafe,2
1523,espresso roma corp,cafe,2
1524,espresso roma corp,cafe,2
1525,espresso roma corp,cafe,2
1526,espresso roma corp,cafe,2
1527,espresso roma corp,cafe,2
1528,espresso roma corp,cafe,2.5
1529,espresso roma corp,cafe,2
1530,espresso roma corp,cafe,2
1531,espresso roma corp,cafe,2
1532,euclid cafe,cafe,2
1533,expresso experience,cafe,2
1534,freight & salvage coffee house,cafe,3.5
1535,home cafe,cafe,2
1536,kans cafeteria,cafe,2
1537,makris cafe,cafe,2
1538,maxim cafe,cafe,3
1539,missouri cafe,cafe,2
1540,pamir afghan cafe,cafe,2
1541,paris cafe and deli,cafe,1.7
1542,pasqua cafe,cafe,2
1543,raps coffees & tea,cafe,3
1544,renaissance cafe & deli burger,cafe,2
1545,rod's coffee shop,cafe,2
1546,smokey joe's cafe,cafe,2.3
1547,starbucks,cafe,2.7
1548,starbucks coffee,cafe,2.4
1549,the cafe on college,cafe,2
1550,the coffee source,cafe,2.5
1551,tomate cafe,cafe,2
1552,university cafe,cafe,2
1553,westside bakery cafe,cafe,2.8
1554,bistro at boulder creek,cafe,3
1555,boulder creek grille & cafe,cafe,2.3
1556,bob's farm house cafe,cafe,2
1557,barbara's cafeteria,cafe,2
1558,hitacki american ltd cafe,cafe,2
1559,angel's cafe,cafe,2
1560,any time coffee,cafe,2
1561,avenue cafe,cafe,2
1562,cafe express,cafe,2
1563,cafe figaro,cafe,2
1564,cafe royale,cafe,2
1565,christy street cafe,cafe,2
1566,coffee bistro,cafe,2
1567,copenhagen bakery & coffee shop,cafe,3.7
1568,ecco cafe,cafe,3.4
1569,garden cafe,cafe,2
1570,garden coffee,cafe,2
1571,giacomo coffee bar,cafe,2
1572,gilbreth cafe,cafe,2
1573,hot spot cafeteria,cafe,2
1574,i & i coffee shop,cafe,2
1575,ice dream cafe,cafe,2
1576,il piccolo caffe,cafe,2
1577,nelson's coffee shop,cafe,2
1578,new place coffee shop,cafe,2
1579,primrose cafe,cafe,2
1580,starbucks coffee,cafe,2.3
1581,yassou cafe & roxanne's cateri,cafe,2
1582,all seasons cafe,cafe,3
1583,cafe pacifico,cafe,2.7
1584,sarafornia cafe,cafe,2.3
1585,cafe fame,cafe,2
1586,caffe classico,cafe,2
1587,campbell coffee roasting,cafe,2
1588,goodies ii coffee shop,cafe,2.3
1589,mediterranean cafe,cafe,2.5
1590,starbucks coffee,cafe,3
1591,cafe capitola,cafe,2
1592,cafe des arts,cafe,2
1593,cafe monterey,cafe,2.3
1594,cafe violette,cafe,2
1595,caffe lido,cafe,2.8
1596,coyote cafe,cafe,1.7
1597,mr. toots coffeehouse,cafe,3
1598,carrows,cafe,2
1599,dell cafe,cafe,2.3
1600,prior's expresso,cafe,3.2
1601,skipper's cafe,cafe,2
1602,cafe dolce pacific plaza,cafe,2
1603,jil's patisserie & cafe,cafe,2
1604,wong's cafe,cafe,2
1605,american expresso,cafe,2
1606,cactus cafe,cafe,2
1607,cafe express,cafe,2
1608,eleni's coffee shop,cafe,2
1609,expresso cafe,cafe,2
1610,gateway cafe,cafe,2
1611,mediterranean cafe,cafe,2
1612,mocha lisa,cafe,2
1613,park cafe,cafe,2
1614,parkside cafe,cafe,2
1615,shimmy's cafe,cafe,2
1616,sugar plum coffee shop,cafe,2
1617,sunshine cafe,cafe,2
1618,the metro cafe,cafe,2
1619,treats sidewalk cafe & bakery,cafe,2
1620,emilios cafe,cafe,2
1621,pages cafe,cafe,2
1622,andrews cafe,cafe,2
1623,bobbi s coffee shop,cafe,2
1624,cafe gourmet & catering company,cafe,3
1625,cafe tiburon,cafe,2
1626,coffee society,cafe,3.5
1627,gloria jean's coffee bean,cafe,2
1628,hina beach cafe,cafe,2
1629,lee's cafeteria,cafe,2
1630,sports city cafe,cafe,2
1631,syva cafeteria,cafe,2
1632,the corner cafe,cafe,2
1633,town center cafe,cafe,2
1634,victoria cafe,cafe,2
1635,cafe maisonnette,cafe,2
1636,cafe nautilus,cafe,2
1637,classic cafe,cafe,2
1638,john's cafe,cafe,2
1639,lily cafe,cafe,2
1640,logitech cafeteria,cafe,2
1641,westlake coffee shop,cafe,2
1642,blackhawk grille,cafe,3.9
1643,captains coffee,cafe,2
1644,euro cafe,cafe,2
1645,kava cafe,cafe,2
1646,rising loafer bakery cafe,cafe,2.8
1647,shawns cafe servo foods,cafe,2
1648,uptown cafe,cafe,1.5
1649,little cafe,cafe,2
1650,two pesos mexican cafe,cafe,2
1651,zac's cafe,cafe,2
1652,art cafe,cafe,2
1653,board of education cafe,cafe,2
1654,the shutter cafe,cafe,3.3
1655,california dream cafe,cafe,2
1656,weang ping cafe,cafe,2
1657,bank club cafe,cafe,2
1658,bay cafe,cafe,2
1659,biscos cafe,cafe,2
1660,broom bush coffee shop,cafe,2
1661,cafe boui boui,cafe,2
1662,cafe express,cafe,2
1663,carrara's cafe,cafe,2.3
1664,chiron cafe,cafe,2
1665,christopher's courtyard cafe,cafe,2
1666,jonah's cafe,cafe,2
1667,ot cafe,cafe,2
1668,robas pizza cafe,cafe,2
1669,watergate tower ii cafe,cafe,2
1670,blue cafe,cafe,2
1671,coffee world,cafe,2
1672,espresso inizio,cafe,2
1673,heart key cafe,cafe,2.7
1674,higher ground coffee house,cafe,2
1675,jo ann's cafeteria,cafe,2
1676,marie callender restaurant,cafe,2
1677,north bay coffee company,cafe,2
1678,omelette house cafe,cafe,2
1679,mac phersons premuim coffee,cafe,2
1680,spanky's cafe,cafe,2
1681,century cafe,cafe,2
1682,iac cafe,cafe,2
1683,treats sidewalk cafe & bakery,cafe,2
1684,vwr coffee shop,cafe,2
1685,"fresh cup caffe, a",cafe,2
1686,atari cafeteria,cafe,2
1687,cafe med,cafe,2
1688,cafe restrnt du rondez vous,cafe,2
1689,candys coffee shop,cafe,2
1690,christy garden cafe,cafe,2
1691,connies cafe,cafe,2
1692,fremont coffee works,cafe,2
1693,ginas gourmet coffee,cafe,2
1694,golden gate cafe,cafe,2
1695,impressive espresso,cafe,2
1696,kaiser cafe,cafe,2
1697,kava cafe,cafe,2
1698,lunch place cafe,cafe,2
1699,mission coffees & more,cafe,2.3
1700,mission pine cafe,cafe,2.3
1701,pearls cafe,cafe,4.1
1702,philip's cafeteria,cafe,2
1703,safeway cafeteria,cafe,2
1704,sequel cafe,cafe,2
1705,simas cafeteria,cafe,2
1706,spikes cafe,cafe,2
1707,sujus coffee & tea,cafe,2
1708,sunset cactus cafe,cafe,2
1709,sunshine cafe,cafe,2
1710,syquest cafeteria,cafe,2.3
1711,the deluxe cafe,cafe,3
1712,vince's cafe,cafe,2
1713,wiellie's cafe,cafe,2
1714,gavillan college cafe,cafe,2
1715,gilroy cafe,cafe,2
1716,mexico cafe,cafe,2
1717,oakhorst cafe shop,cafe,2
1718,california girls cafe & bakery,cafe,2.7
1719,half moon bay coffee company,cafe,2
1720,sam's coffee shop,cafe,2
1721,two fools cafe and market,cafe,2.6
1722,anita's cafe,cafe,2
1723,anna's family coffee shop,cafe,2
1724,b of a cafeteria,cafe,2
1725,cabot cafe,cafe,2
1726,cafe dumas,cafe,2.6
1727,cafe vasiliki,cafe,3
1728,caffe flavia,cafe,2
1729,carillis cafe,cafe,2
1730,cherryland cafe,cafe,2
1731,e c castor cafeteria,cafe,2
1732,eden plaza cafe,cafe,2
1733,haymont coffee shop,cafe,2
1734,hill's coffee shop,cafe,2
1735,ida's cafe,cafe,2.3
1736,j c penney cafeteria,cafe,2
1737,jane's cafeteria,cafe,2
1738,kjs cafe a la carte,cafe,2
1739,manny's cafe,cafe,2
1740,may land cafe,cafe,2
1741,steve's coffee shop,cafe,2
1742,yucca cafe,cafe,2.3
1743,angels cafeteria,cafe,2
1744,bio rad cafe,cafe,2
1745,cafe nobel,cafe,2
1746,cozy cup cafe,cafe,2
1747,hollister coffee roasting,cafe,2.3
1748,mission cafe,cafe,2
1749,rancho cafe taqueria,cafe,2
1750,avanti cafe,cafe,2
1751,express cafe,cafe,2
1752,g e m's java express & more,cafe,2
1753,lafayette cafe,cafe,2
1754,lafayette coffee roasters,cafe,2
1755,millie's kitchen,cafe,2.6
1756,royal cafe,cafe,2
1757,starbucks coffee,cafe,2.3
1758,the squirrel's coffee shop,cafe,2.5
1759,g & a cafe,cafe,2
1760,railroad cafe,cafe,2.7
1761,triad cafeteria,cafe,2
1762,v & e cafe,cafe,2
1763,cafe gourmet & catering compan,cafe,2
1764,cookie cafe & bakery,cafe,2
1765,los altos coffee shop,cafe,2.8
1766,metropolitan cafe of art,cafe,2
1767,rx caffe,cafe,2
1768,second cup cafe,cafe,2
1769,starbucks coffee,cafe,2
1770,susies cafe,cafe,2
1771,29 east main cafe,cafe,3
1772,blossom hill cafe,cafe,2
1773,cafe trio,cafe,3.4
1774,caffe and company,cafe,2
1775,city expresso,cafe,2
1776,city expresso,cafe,2
1777,gilleys coffee shoppe,cafe,2.3
1778,great bear coffee,cafe,3
1779,kaiser cafe,cafe,2
1780,la maison du cafe,cafe,3.6
1781,los gatos cafe,cafe,2.7
1782,net frame cafeteria,cafe,2
1783,pacific coffee roasting co,cafe,2
1784,palo alto coffee roasting co,cafe,2
1785,roohs cafe salsa,cafe,2.3
1786,sunshine caffe,cafe,2
1787,the espresso works,cafe,2
1788,the flames coffee shop,cafe,1.8
1789,cafe bohemia,cafe,2
1790,cafe romano california grill,cafe,2
1791,express yourself cafe & bakery,cafe,2
1792,ann's coffee shop,cafe,2
1793,cafe borrone,cafe,3.2
1794,cafe latte,cafe,2
1795,cafe montmarte,cafe,2
1796,cafe tropical,cafe,2
1797,commons cafe,cafe,2
1798,flea st. cafe,cafe,3.7
1799,la-luna mexican cafe,cafe,2.3
1800,q's little cafe,cafe,2
1801,tana's cafe,cafe,2
1802,gateway cafe,cafe,2
1803,irene's coffee shop,cafe,2
1804,kings bowl coffee shop,cafe,2
1805,peter's cafe,cafe,3
1806,starbucks coffee,cafe,3.3
1807,"book garden cafe, a",cafe,2.3
1808,cafe bombay,cafe,3
1809,ky nu cafe,cafe,2
1810,manila bay cafe,cafe,2
1811,montague cafe,cafe,2
1812,sherry's cafe,cafe,2
1813,youngs cafe,cafe,2
1814,zahir's cafe,cafe,3.2
1815,"coastal affair, a",cafe,2
1816,cappuccino,cafe,2
1817,cookhouse cafe,cafe,2
1818,moraga coffee shop,cafe,2
1819,tommy g's valley cafe,cafe,2
1820,bay city coffee roasting compa,cafe,1.7
1821,caffe mezzaluna,cafe,2
1822,creekside coffee,cafe,2
1823,george's koffee kup,cafe,2.7
1824,jj's blues cafe,cafe,2
1825,jumpin java coffee house,cafe,2.8
1826,nicolino's garden cafe,cafe,2
1827,shiangs cafe,cafe,2
1828,tao tao cafe,cafe,2.7
1829,american bistro & cafe,cafe,2
1830,caffeine and calories,cafe,2
1831,chimney rock cafe,cafe,2
1832,curb side cafe,cafe,2
1833,dennys,cafe,2
1834,jordeli cafe,cafe,2
1835,la crepe cafe,cafe,2
1836,paupaiz espresso bar & cafe,cafe,2
1837,red rock partners/red rock caf,cafe,2.3
1838,soscol cafe all affairs cateri,cafe,2
1839,the foothill cafe,cafe,2.7
1840,bogart's coffee bistro,cafe,1.7
1841,cafe my tho,cafe,2.3
1842,dans cafeteria,cafe,2
1843,fremont ford cafe,cafe,2
1844,gloria jeans coffee bean corp,cafe,2
1845,minia's bake shop,cafe,2
1846,newark java,cafe,2
1847,peterbilt coffee shop,cafe,2
1848,ann's cafe,cafe,4
1849,aroma cafe & bakery,cafe,2
1850,asia coffee shop,cafe,2
1851,brewberry's fine coffee,cafe,2
1852,cafe,cafe,2
1853,cafe 817,cafe,2
1854,cafe camilles,cafe,2
1855,cafe co may,cafe,2
1856,cafe colucci,cafe,2
1857,cafe dathao,cafe,2
1858,cafe eritrea d'afrique,cafe,2
1859,cafe green,cafe,2
1860,cafe marseille,cafe,2
1861,cafe piccolo,cafe,2
1862,cafe royal,cafe,2
1863,cafe spasso,cafe,2
1864,cafe velarian,cafe,2
1865,cafe webster,cafe,2
1866,city hall plaza grandma coffee,cafe,2
1867,coffee head,cafe,2.3
1868,college point cafe,cafe,2
1869,danny's cafe,cafe,2
1870,dave's coffee shop,cafe,2.3
1871,deck cafe,cafe,2
1872,della's china cup cafe,cafe,2
1873,duongs cafe cue,cafe,2
1874,e i  & y cafe,cafe,2
1875,eastern city cafe,cafe,2
1876,eastmont coffee shop,cafe,2
1877,espresso gourmet,cafe,2
1878,fong's cafe,cafe,2
1879,french coffee shop,cafe,2
1880,galbraith coffee shop,cafe,2
1881,glenview cafe,cafe,2
1882,greggs garden cafe,cafe,2
1883,hai au coffee shop,cafe,2
1884,henrys gallery cafe,cafe,2
1885,hide a way cafe dennison,cafe,2
1886,hob knob coffee,cafe,2
1887,hudson bay caffe,cafe,2.3
1888,incredible edible cafe,cafe,2
1889,j & j coffee shop,cafe,2
1890,john's coffee shop,cafe,2
1891,johnny's cafe,cafe,2
1892,kan's cafeteria,cafe,2
1893,kelleys j  l  coffee shop,cafe,2
1894,kelly's kafe,cafe,2
1895,kim's coffee shop,cafe,2
1896,king's coffee shop,cafe,2
1897,koffee pot,cafe,2
1898,la estrellita cafe,cafe,2
1899,lakeshore coffee roasters,cafe,2
1900,lang du cafe,cafe,2
1901,latte's cafe,cafe,2
1902,lobby cafe,cafe,2
1903,lone star cafe,cafe,2
1904,luis coffee shop,cafe,2
1905,mama's royal cafe,cafe,2
1906,mimosa cafe,cafe,2
1907,minnie cafe,cafe,2
1908,mondtray's cafe,cafe,2
1909,mong mo cafe,cafe,2
1910,montclair coffees & teas,cafe,2
1911,nicoles coffee & tea,cafe,2
1912,nineteenth street cafe,cafe,2
1913,omar's coffee shop & deli,cafe,2
1914,primo's coffee,cafe,2
1915,primo's coffee,cafe,2
1916,rockridge cafe,cafe,2.3
1917,royal ground coffee,cafe,2
1918,salaam cafe,cafe,2
1919,sammy's cafe,cafe,2
1920,seminary coffee shop,cafe,2
1921,songs cafe,cafe,2
1922,sufficient grounds coffee and cafe,cafe,2
1923,summit cafe,cafe,2
1924,telegraph cafe,cafe,2
1925,the beach cafe,cafe,2
1926,the golden bear cafe,cafe,2
1927,the hideaway cafe,cafe,2
1928,the king fish cafe,cafe,2
1929,the southern cafe,cafe,2
1930,tryangle cafe,cafe,2
1931,twentyth street grill & cafe,cafe,2
1932,twentythird street cafe,cafe,2
1933,ultimate grounds,cafe,2
1934,vulcan cafe,cafe,2
1935,panther cafe,cafe,2
1936,caffe teatro,cafe,2.3
1937,hillerys cafe,cafe,2
1938,shelbys,cafe,2.6
1939,paddock coffee shop,cafe,2
1940,chez d cafe,cafe,4
1941,espresso espresso,cafe,2
1942,kerri's coffee shop,cafe,2
1943,pacific java,cafe,3.3
1944,ron's cafe,cafe,2
1945,saddletown cafe,cafe,3.2
1946,the fog cafe,cafe,2.3
1947,blue chalk cafe,cafe,3.3
1948,cafe andrea,cafe,2.7
1949,printer's inc,cafe,2.2
1950,cafe eden,cafe,2
1951,cafe sophia & coffee roasting,cafe,2
1952,jim's coffee shop,cafe,1.8
1953,joanie's cafe,cafe,3.2
1954,kj's cafe a la carte,cafe,2
1955,la creme de cafe,cafe,2
1956,lytton roasting,cafe,2.3
1957,palo alto coffee roasting co,cafe,3.3
1958,palo alto coffee roasting co,cafe,3
1959,st michaels art cafe,cafe,2.8
1960,starbucks coffee,cafe,1.8
1961,the knot hole cafe,cafe,2
1962,the terrace cafe,cafe,2
1963,university college cafe,cafe,2.1
1964,harold chungs cafe elegrante,cafe,2
1965,bolos espresso,cafe,2
1966,espresso a la carte,cafe,2
1967,golden oak cafe,cafe,2
1968,terrace cafe,cafe,2
1969,the alley cafe,cafe,3
1970,blew whale cafe,cafe,2
1971,dows cafeteria,cafe,2
1972,andy's coffee shop,cafe,2
1973,cafe milano,cafe,2.7
1974,fountainside cafe,cafe,2
1975,luppes cafeteria service,cafe,2
1976,plaza cafe,cafe,2
1977,theresa's cafe,cafe,2
1978,angies cafe,cafe,2
1979,cafe aioei,cafe,2
1980,cafe dansk,cafe,2
1981,cafe de amis,cafe,2
1982,caffe elegante,cafe,2.7
1983,coffee roast express,cafe,2.3
1984,dean's cafe,cafe,2.6
1985,downtown garden cafe,cafe,2
1986,el portal cafe,cafe,2
1987,heublein cafeteria,cafe,2
1988,java junction,cafe,2
1989,julie's cafe,cafe,2
1990,kaiser cafe,cafe,2
1991,merritt college cafeteria,cafe,2
1992,pleasanton cafe,cafe,2
1993,sassys cafe,cafe,3
1994,stable cafe,cafe,2
1995,the atrium cafe,cafe,2
1996,the coffee company,cafe,2
1997,the coffee company,cafe,2
1998,valley cafe,cafe,2
1999,wall street cafe,cafe,2
2000,big foot cafe,cafe,1.7
2001,cafe figaro,cafe,2.7
2002,cafe helmut,cafe,2.3
2003,cafe lucca,cafe,2
2004,cafe natlay,cafe,2
2005,champlin's cafeteria,cafe,2
2006,court house coffee shop,cafe,2
2007,darios cafe,cafe,2.7
2008,dimitri's cafe,cafe,2
2009,i b m kim's cafeteria,cafe,2
2010,john's coffee shop,cafe,2
2011,main st coffee roasting,cafe,2.8
2012,spanky's cafe,cafe,2
2013,spankys cafe,cafe,2.3
2014,starbucks coffee,cafe,2
2015,the patio cafe,cafe,2
2016,the redwood cafe & spice company,cafe,3
2017,transit cafe,cafe,2
2018,twin dolphin cafe,cafe,2
2019,venus cafe,cafe,2
2020,waterfront cafe,cafe,2
2021,woodside coffee shop & tavern,cafe,2
2022,cafe annie,cafe,2
2023,cafe mc bryde,cafe,2
2024,cafeteria,cafe,2
2025,chapala's mexican cafe,cafe,2
2026,golden star cafe,cafe,2
2027,hidden city cafe,cafe,3
2028,kamelias cafe,cafe,2
2029,lake merritt cafe,cafe,2
2030,r & b coffee shop & catering,cafe,2
2031,rosier gourmet coffee cart,cafe,2
2032,the honolulu cafe,cafe,2
2033,union oil company-cafeteria,cafe,2
2034,brentwood bowl coffee shop,cafe,2
2035,cable car coffee shop,cafe,2
2036,cafe de venice,cafe,2
2037,cappuccino's cafe,cafe,2
2038,colazione cafe,cafe,2
2039,country cottage cafe,cafe,2
2040,gunter's restaurant,cafe,2.5
2041,hof brau cafe,cafe,2
2042,hogan's cafe,cafe,2.7
2043,indonesia cafe,cafe,2
2044,joann's cafe,cafe,3.4
2045,levitz coffee shop,cafe,2
2046,mr green beans gourmet coffee,cafe,2
2047,southgate coffee shop,cafe,2
2048,the patio cafe,cafe,2
2049,green valley cafe,cafe,2
2050,magnolia cafe,cafe,2
2051,pairs parkside cafe,cafe,2.5
2052,aquarius coffee shop,cafe,2
2053,cafe on the lake,cafe,2
2054,camino corner coffee shop &,cafe,2
2055,coffee and tobacco club,cafe,2
2056,double rainbow cafe,cafe,2
2057,herlindas cafe,cafe,2
2058,india cafe,cafe,2.3
2059,renees cafe,cafe,2
2060,serra coffee,cafe,2
2061,spankys cafe,cafe,2
2062,cafe gabriel,cafe,2
2063,cafe la tosca,cafe,2.8
2064,coffee aroma,cafe,2
2065,common's cafe,cafe,2
2066,depot cafe,cafe,2.6
2067,great cafe at litton,cafe,2
2068,jeans cafe,cafe,2
2069,le boulanger cafe bakery,cafe,2.3
2070,nick's cafe,cafe,2
2071,peninsula cafe,cafe,2
2072,sweet darling cafe,cafe,2
2073,up town cafe,cafe,2.7
2074,angelina's caffe & catering,cafe,2
2075,art's coffee shop,cafe,2
2076,cafe,cafe,2
2077,cafe europa,cafe,2
2078,cafe jacqueline,cafe,2.3
2079,cafe la boheme,cafe,2
2080,caffe delle stelle,cafe,2.8
2081,caffe puccini,cafe,2
2082,eats,cafe,2
2083,french village,cafe,2
2084,herb's fine food,cafe,2
2085,judy's cafe,cafe,2.5
2086,judy's homestyle cafe,cafe,2.3
2087,le cafe,cafe,2
2088,polk street beans & care,cafe,2
2089,sprouts coffee shop,cafe,2
2090,stella pastry & cafe,cafe,2.3
2091,tassee,cafe,2
2092,the savoy-tivoli,cafe,2.5
2093,a & d cafeteria,cafe,2
2094,adac cafeteria,cafe,2
2095,alexi's restaurant,cafe,2.3
2096,apollos downtown cafe,cafe,2
2097,b & j cafe,cafe,2
2098,bills cafe,cafe,2
2099,blazena's cafe,cafe,2
2100,bo gia cafe,cafe,2
2101,bonjour cafe,cafe,2
2102,buzz in cafe,cafe,2
2103,cafe 1850,cafe,2
2104,cafe de matisse,cafe,2
2105,cafe de roma,cafe,2
2106,cafe di vang,cafe,2
2107,cafe fame,cafe,2
2108,cafe lan,cafe,2
2109,cafe meridian,cafe,2
2110,cafe paradise,cafe,2
2111,cafe rosa,cafe,2
2112,cafe scarpelli,cafe,2
2113,cafe sophia,cafe,2
2114,caffe adria,cafe,2
2115,caffe dolce,cafe,2
2116,caffe italia,cafe,2
2117,cappuccino a la carte,cafe,2
2118,century cafe,cafe,2
2119,charlynÕs cafe,cafe,2
2120,cisco cafe,cafe,2
2121,coffee plus,cafe,2
2122,coffee talk,cafe,2
2123,colonial inn coffee shop,cafe,2
2124,commons cafe,cafe,2
2125,condor cafe,cafe,2
2126,condor cafe,cafe,2
2127,d d's cafe,cafe,2
2128,dalat cafe,cafe,2
2129,deezi cafe,cafe,2
2130,do thanh restaurant & coffee,cafe,2
2131,el paso cafe,cafe,2
2132,el savoy cafe,cafe,2
2133,f j & w cafe,cafe,2
2134,fat city cafe,cafe,2
2135,fiesta cafe,cafe,2
2136,first american cafe,cafe,2
2137,first floor cafe,cafe,2
2138,flames coffee shop,cafe,2.3
2139,flames coffee shop,cafe,2.3
2140,fourth street cafe,cafe,2
2141,freds coffee roasting,cafe,2
2142,giang ngoc cafe,cafe,2
2143,gloria jeans coffee bean corp,cafe,2
2144,hardwork cafe,cafe,2
2145,heo may cafe,cafe,2
2146,ben's fast food,cafe,2
2147,jj's blues cafe,cafe,2
2148,junction cafe,cafe,2
2149,kangs cafe,cafe,2
2150,kj's cafe a la carte,cafe,2
2151,kj's cafe a la carte,cafe,2
2152,kj's cafe a la carte,cafe,2
2153,kla ii cafe,cafe,2
2154,lang thang cafe,cafe,2
2155,lang tu cafe,cafe,2
2156,le bon cafe,cafe,2
2157,lee & ginas cafe,cafe,2
2158,linear cafeteria,cafe,2
2159,loral cafeteria,cafe,2
2160,louis cafe & bbq,cafe,3
2161,may cafe,cafe,2
2162,metro plaza cafe & grill,cafe,2
2163,mike's cafe',cafe,2
2164,mimo's cafe san jose,cafe,2
2165,minh vu billiards & cafe,cafe,2
2166,moulin rouge coffee roasting,cafe,2
2167,mr g's sports cafe,cafe,2
2168,my my coffee & sandwiches,cafe,2
