"id_rest","street_num","street_name","city"
2384,6525,"washington st","yountville"
2385,117,"sevilla","el granada"
2386,2625,"durant avenue","berkeley"
2387,262,"church st","san francisco"
2388,248,"church st","san francisco"
2389,800,"chestnut st.","san francisco"
2390,1828,"springs rd","vallejo"
2391,411,"hartz av","danville"
2392,254,"rose","danville"
2393,398,"hartz av","danville"
2394,1400,"haight st","san francisco"
2395,150,"s. first st","san jose"
2396,7991,"old redwood hwy","cotati"
2397,8204,"old redwood hwy","cotati"
2398,6590,"commerce blvd","cotati"
2399,13875,"sonoma hwy","glen ellen"
2400,252,"almonte blvd","mill valley"
2401,4120,"saint helena hwy","napa"
2402,651,"trabajo ln","napa"
2403,101,"keller rd","napa"
2404,750,"grant ave","novato"
2405,122,"kentucky st","petaluma"
2406,201,"e washington st","petaluma"
2407,1390,"n mcdowell blvd","petaluma"
2408,220,"western ave","petaluma"
2409,16,"kentucky st","petaluma"
2410,316,"western ave","petaluma"
2411,931,"petaluma blvd s","petaluma"
2412,17,"petaluma blvd n","petaluma"
2413,1000,"clegg ct","petaluma"
2414,100,"petaluma blvd n","petaluma"
2415,1370,"redwood way","petaluma"
2416,1500,"cader ln","petaluma"
2417,2645,"petaluma blvd s","petaluma"
2418,6356,"commerce blvd","rohnert park"
2419,5979,"commerce blvd","rohnert park"
2420,1460,"e cotati ave","rohnert park"
2421,NA,"","san rafael"
2422,NA,"","san rafael"
2423,1600,"lincoln ave","san rafael"
2424,NA,"","san rafael"
2425,NA,"","san rafael"
2426,1236,"4th st","san rafael"
2427,701,"4th st","santa rosa"
2428,1801,"cleveland ave","santa rosa"
2429,108,"calistoga rd","santa rosa"
2430,1226,"4th st","santa rosa"
2431,1791,"marlow rd","santa rosa"
2432,2444,"lomitas ave","santa rosa"
2433,65,"brookwood ave","santa rosa"
2434,602,"elsa dr","santa rosa"
2435,NA,"","santa rosa"
2436,535,"4th st","santa rosa"
2437,3082,"marlow rd","santa rosa"
2438,NA,"","santa rosa"
2439,535,"4th st","santa rosa"
2440,170,"farmers ln","santa rosa"
2441,4323,"montgomery dr","santa rosa"
2442,359,"coddingtown ctr","santa rosa"
2443,575,"administration dr","santa rosa"
2444,3577,"industrial dr","santa rosa"
2445,2323,"sonoma ave","santa rosa"
2446,2109,"santa rosa plz","santa rosa"
2447,1024,"sebastopol rd","santa rosa"
2448,NA,"","santa rosa"
2449,1770,"piner rd","santa rosa"
2450,958,"santa rosa ave","santa rosa"
2451,2160,"northpoint pky","santa rosa"
2452,404,"santa rosa ave","santa rosa"
2453,478,"lakfield center","santa rosa"
2454,614,"4th st","santa rosa"
2455,3082,"marlow rd","santa rosa"
2456,1024,"sebastopol rd","santa rosa"
2457,NA,"","santa rosa"
2458,NA,"box 14113","santa rosa"
2459,443,"dutton ave","santa rosa"
2460,3535,"guerneville rd","santa rosa"
2461,12,"el portal","sausalito"
2462,1000,"bridgeway","sausalito"
2463,138,"n main st","sebastopol"
2464,128,"n main st","sebastopol"
2465,138,"n main st","sebastopol"
2466,6961,"sebastopol ave","sebastopol"
2467,969,"gravenstein hwy s","sebastopol"
2468,115,"n main st","sebastopol"
2469,6970,"mckinley ave","sebastopol"
2470,18625,"sonoma hwy","sonoma"
2471,239,"boyes blvd","sonoma"
2472,18140,"sonoma hwy","sonoma"
2473,529,"st","sonoma"
2474,22900,"broadway","sonoma"
2475,2982,"rockville rd","suisun city"
2476,303,"merchant st","vacaville"
2477,26,"tennessee st","vallejo"
2478,300,"mini dr","vallejo"
2479,623,"tuolumne st","vallejo"
2480,101,"spear st","san francisco"
2481,3199,"fillmore st","san francisco"
2482,1,"market plz","san francisco"
2483,601,"vallejo st","san francisco"
2484,44,"montgomery st","san francisco"
2485,5280,"diamond heights blvd","san francisco"
2486,55,"francisco st","san francisco"
2487,950,"battery st","san francisco"
2488,60,"spear tower","san francisco"
2489,536,"davis st","san francisco"
2490,2,"embarcadero ctr","san francisco"
2491,2209,"polk st.","san francisco"
2492,566,"columbus ave. at union","san francisco"
2493,NA,"magnin at union square","san francisco"
2494,1031,"ocean ave","san francisco"
2495,123,"battery st","san francisco"
2496,800,"market st","san francisco"
2497,NA,"","san francisco"
2498,39,"","san francisco"
2499,3127,"fillmore st.","san francisco"
2500,127,"7th","san francisco"
2501,NA,"","san francisco"
2502,NA,"- 108 s park st","san francisco"
2503,555,"golden gate ave","san francisco"
2504,3407,"geary blvd","san francisco"
2505,721,"irving st","san francisco"
2506,100,"lafayette circle","lafayette"
2507,NA,"","half moon bay"
2508,1509,"san anselmo ave.","san anselmo"
2509,NA,"st","mountain view"
2510,300,"main st","los altos"
2511,NA,"st","los altos"
2512,1083,"el camino real","menlo park"
2513,720,"santa cruz","menlo park"
2514,NA,"cruz","menlo park"
2515,2614,"broadway","redwood city"
2516,153,"homer st","palo alto"
2517,NA,"","palo alto"
2518,NA,"#84","la honda"
2519,2124,"vine st","berkeley"
2520,939,"stockton","san francisco"
2521,889,"sacramento","san francisco"
2523,93,"town & country village","palo alto"
2524,186,"murphy st.","sunnyvale"
2525,NA,"","san jose"
2526,499,"9th","oakland"
2527,817,"washington","oakland"
2528,2020,"university","berkeley"
2529,2000,"university","berkeley"
2530,1900,"shattuck","berkeley"
2531,1981,"shattuck","berkeley"
2532,1652,"stockton st.","san francisco"
2533,2109,"bancroft st","berkeley"
2534,NA,"","berkeley"
2535,30,"jack london sq (jlondon village)","oakland"
2536,235,"southgate avenue","daly city"
2537,2512,"clement","san francisco"
2538,952,"clement","san francisco"
2539,731,"clement","san francisco"
2540,127,"clement","san francisco"
2541,4110,"geary","san francisco"
2542,NA,"old middlefield","mountain view"
2543,NA,"& hearst","berkeley"
2544,312,"center st.","healdsburg"
2545,2621,"41st avenue","soquel"
2546,NA,"san pablo yacht harbor","richmond"
2547,702,"lighthouse ave.","pacific grove"
2548,1658,"market st.","san francisco"
2549,88,"north hill drive","brisbane"
2550,NA,"pablo ave","pinole"
2551,434,"castro st","san francisco"
2552,NA,"basin way","saratoga"
2553,333,"bush st","san francisco"
2554,2814,"19th st","san francisco"
2555,645,"bancroft ave.","san leandro"
2556,416,"barber lane (milpitas square)","milpitas"
2557,301,"castro","mountain view"
2558,600,"trancas st","napa"
2559,741,"5th st","oakland"
2560,1686,"market st","san francisco"
2561,1453,"18th","san francisco"
2562,1803,"mission st # 527","santa cruz"
2563,986,"pocatello ave","sunnyvale"
2564,3862,"smith st","union city"
2565,344,"el camino real","san carlos"
2566,718,"14th st.","san francisco"
2567,718,"14th st.","san francisco"
2568,1458,"lincoln ave.","calistoga"
2569,1256,"folsom (between 8th and 9th)","san francisco"
2570,410,"cortland ave. (in bernal heights)","san francisco"
2571,NA,"camino south of page mill","palo alto"
2572,14583,"big basin way","saratoga"
2573,558,"sacramento","san francisco"
2574,345,"spear @ harrison, in hill's brothers pla","san francisco"
2575,1600,"st. andrews","moraga"
2576,1600,"st. andrews","moraga"
2578,NA,"basin way","saratoga"
2579,600,"california","san francisco"
2580,NA,"trail","rutherford"
2581,8205,"valley greens drive","carmel"
2582,NA,"state st","sonoma"
2583,500,"castro st","san francisco"
2584,1,"","davenport"
2586,2501,"mariposa","san francisco"
2587,1269,"9th avenue","san francisco"
2588,106,"throckmorton ave.","mill valley"
2589,536,"emerald bay rd","south lake tahoe"
2590,1414,"lincoln ave.","calistoga"
2591,NA,"lake parkway","south lake tahoe"
2592,22768,"main st","columbia"
2593,1000,"guerrero","san francisco"
2594,290,"pacific avenue (near battery st.)","san francisco"
2595,1568,"oak view ave","kensington"
2596,NA,"","berkeley"
2597,2223,"market st","san francisco"
2598,635,"1st st","benicia"
2599,1517,"shattuck ave","berkeley"
2600,4096,"bay st # a","fremont"
2602,316,"n santa cruz ave","los gatos"
2603,3607,"alameda de las pulgas","menlo park"
2604,700,"welch rd","palo alto"
2605,405,"main st.","pleasanton"
2606,1500,"sutter","san francisco"
2607,901,"columbus avenue","san francisco"
2608,1,"market st","san francisco"
2609,2500,"washington","san francisco"
2610,1,"tillman place","san francisco"
2611,NA,"","san francisco"
2612,NA,"& 21st","san francisco"
2613,1500,"mission (duboce)","san francisco"
2614,100,"hillsdale mall","san mateo"
2615,14560,"big basin way","saratoga"
2616,NA,"","sausalito"
2617,920,"el camino real","san carlos"
2618,1541,"taraval st","san francisco"
2619,545,"post st","san francisco"
2621,816,"folsom & fourth","san francisco"
2622,NA,"st","san francisco"
2623,13808,"skyline boulevard","woodside"
2624,401,"main st.","pleasanton"
2625,150,"s. first st","san jose"
2626,4288,"24th st","san francisco"
2627,NA,"ranch inn, highway 1","big sur"
2628,29,"madison","yountville"
2629,5101,"great america parkway / westin hotel","santa clara"
2630,1240,"coleman avenue","santa clara"
2631,234,"magnolia avenue","larkspur"
2632,340,"stockton st","san francisco"
2633,3,"portola rd","portola valley"
2634,1717,"adobe canyon rd","kenwood"
2635,NA,"marina marriot","berkeley"
2636,NA,"","jenner"
2637,1880,"lincoln avenue (at village inn & spa)","calistoga"
2638,223,"e. 4th st","san mateo"
2639,1940,"traraval","san francisco"
2640,832,"blossom hill rd","san jose"
2641,2999,"monterey-salinas highway (cal. 68)","monterey"
2642,1,"rio rd","carmel"
2643,1,"2 miles south of big sur","big sur"
2644,1,"2 miles south of big sur","big sur"
2645,1,"(2 miles south of big surneine)","big sur"
2646,1900,"contra costa blvd.","pleasant hill"
2647,1940,"taraval","san francisco"
2648,810,"panoramic highway","mill valley"
2649,641,"main st","saint helena"
2650,411,"hartz ave","danville"
2651,507,"magnolia ave.","larkspur"
2652,1963,"sutter st","san francisco"
2653,7377,"st. helena hwy","yountville"
2654,374,"eleventh st.","san francisco"
2655,NA,"fair mall","san jose"
2656,117,"north st","healdsburg"
2657,2410,"san ramon valley blvd.","san ramon"
2658,2101,"sutter","san francisco"
2659,2529,"ocean ave.","san francisco"
2660,1,"","davenport"
2661,336,"bryant st.","mountain view"
2663,1,"south of point lobos","carmel"
2664,414,"calle principal","monterey"
2665,116,"maiden lane","san francisco"
2666,235,"16th st","san francisco"
2667,847,"montgomery","san francisco"
2668,1234,"polk st","san francisco"
2669,1415,"van ness","san francisco"
2670,1782,"4th st","berkeley"
2671,1760,"miramonte ave (blossom valley center)","mountain view"
2672,680,"bolinger canyon way","san ramon"
2673,201,"east  third avenue","san mateo"
2674,347,"primrose rd","burlingame"
2676,642,"irving st","san francisco"
2677,642,"irving","san francisco"
2678,2156,"university ave","berkeley"
2679,850,"broadway","oakland"
2680,1769,"lombard","san francisco"
2681,4217,"geary blvd @ 6th avenue","san francisco"
2682,2425,"south bascom avenue","campbell"
2683,4217,"geary blvd","san francisco"
2684,631,"larkin st","san francisco"
2685,1600,"shattuck avenue, #218","berkeley"
2686,3471,"mission st @ cortland","san francisco"
2687,1920,"san pablo ave","berkeley"
2688,1306,"bayshore hwy","burlingame"
2689,5515,"doyle st","emeryville"
2690,455,"hamilton ave","palo alto"
2691,14395,"saratoga ave # 110","saratoga"
2692,NA,"camino real","palo alto"
2693,55,"natoma st","san francisco"
2694,234,"primrose","burlingame"
2695,312,"harbor light rd","alameda"
2696,1819,"nason st","alameda"
2697,3208,"danville blvd","alamo"
2698,1410,"solano ave # b","albany"
2699,150,"valparaiso ave","atherton"
2700,2023,"lyon ave","belmont"
2701,1248,"north rd","belmont"
2702,1728,"curtis st apt c","berkeley"
2703,1012,"grayson st # b","berkeley"
2704,1123,"8th st","berkeley"
2705,2533,"7th st","berkeley"
2706,1676,"gilbreth rd","burlingame"
2707,146,"loma vista dr","burlingame"
2708,1311,"schramsberg rd","calistoga"
2709,1334,"dell ave # b","campbell"
2710,20585,"center st","castro valley"
2711,19690,"forest ave","castro valley"
2712,2880,"minert rd","concord"
2713,1800,"ascot ct","concord"
2714,1754,"landana dr","concord"
2715,4061,"port chicago hwy ste j","concord"
2716,569,"san ramon valley blvd","danville"
2717,1943,"university ave","east palo alto"
2718,3233,"santa clara ave # e","el cerrito"
2719,NA,"","el granada"
2720,4935,"san pablo dam rd apt 305","el sobrante"
2721,6250,"highway 9","felton"
2722,1459,"beach park blvd","foster city"
2723,3281,"seldon ct","fremont"
2724,40253,"davis ct","fremont"
2725,37567,"mission blvd","fremont"
2726,8421,"david ct","gilroy"
2727,425,"1st ave","half moon bay"
2728,29877,"clearbrook cir apt 156","hayward"
2729,422,"wait st","hayward"
2730,1202,"w winton ave","hayward"
2731,1798,"catalpa ct","hayward"
2732,124,"poppy ct","hercules"
2733,373,"malibu dr","hercules"
2734,1371,"sunset dr","hollister"
2735,528,"huntington way","livermore"
2736,124,"maple st","livermore"
2737,10573,"creston dr","los altos"
2738,325,"main st","los altos"
2739,15455,"lone hill rd","los gatos"
2740,196,"jo drive","los gatos"
2741,17375,"melody ln","los gatos"
2742,473,"n santa cruz ave","los gatos"
2743,3120,"castro st","martinez"
2744,1261,"el camino real","menlo park"
2745,425,"el camino real","menlo park"
2746,278,"rodrigues ave","milpitas"
2747,72,"whittier st","milpitas"
2748,923,"campbell st","milpitas"
2749,1425,"calle oriente # 3","milpitas"
2750,1263,"edsel dr","milpitas"
2751,2540,"california st","mountain view"
2752,3401,"ridgemont dr","mountain view"
2753,2156,"sunnyview ln","mountain view"
2754,1954,"old middlefield way ste p","mountain view"
2755,575,"3rd st","napa"
2756,2125,"franklin st","oakland"
2757,3340,"82nd ave","oakland"
2758,405,"bellevue ave apt 305","oakland"
2759,8930,"seneca st","oakland"
2760,636,"3rd st","oakland"
2761,121,"maiden ln","oakland"
2762,5905,"dover st","oakland"
2763,700,"glendome cir","oakland"
2764,3250,"butters dr","oakland"
2765,617,"kenwyn rd","oakland"
2766,9314,"e 14th st","oakland"
2767,2021,"101st ave","oakland"
2768,1831,"78th ave","oakland"
2769,493,"merritt ave # 4","oakland"
2770,2908,"minna ave","oakland"
2771,2031,"hoover ave","oakland"
2772,3599,"fruitvale ave","oakland"
2773,1309,"61st st","oakland"
2774,1425,"harrison st apt 223","oakland"
2775,1940,"lakeshore ave apt 22","oakland"
2776,4537,"fairbairn ave","oakland"
2777,3239,"elm st","oakland"
2778,3551,"69th ave","oakland"
2779,2018,"16th ave","oakland"
2780,1133,"alberdan cir","pinole"
2781,530,"sunnyview dr apt i301","pinole"
2782,326,"wildrose cir","pinole"
2783,414,"bay crest dr","pittsburg"
2784,109,"longfellow dr","pleasant hill"
2785,390,"camelback rd","pleasant hill"
2786,3370,"hopyard rd","pleasanton"
2787,6783,"payne rd","pleasanton"
2788,7060,"koll center pky","pleasanton"
2789,30,"cima way","portola valley"
2790,3965,"lonesome pine rd","redwood city"
2791,1059,"wilmington way","redwood city"
2792,1405,"florida ave","richmond"
2793,4795,"potrero ave","richmond"
2794,2519,"downer ave","richmond"
2795,NA,"","south san francisco"
2796,920,"stonegate dr","south san francisco"
2797,NA,"","south san francisco"
2798,301,"crown cir # 7","south san francisco"
2799,326,"shaw rd","south san francisco"
2800,1225,"edgewood way","south san francisco"
2801,1381,"lowrie ave","south san francisco"
2802,140,"e san carlos st","san jose"
2803,579,"hermitage dr","san jose"
2804,3111,"jenkins ave","san jose"
2805,NA,"","san jose"
2806,1500,"almaden rd","san jose"
2807,3588,"minto ct","san jose"
2808,1343,"s winchester blvd","san jose"
2809,2952,"chiltern way","san jose"
2810,1590,"berryessa rd","san jose"
2811,5229,"rio grande dr","san jose"
2812,13885,"doolittle dr apt 127t","san leandro"
2813,620,"black pine dr","san leandro"
2814,15901,"windsor dr","san leandro"
2815,1032,"grace st","san leandro"
2816,863,"woodside way","san mateo"
2817,2319,"s el camino real","san mateo"
2818,NA,"","san mateo"
2819,207,"n amphlett blvd","san mateo"
2820,1529,"lago st","san mateo"
2821,2121,"vale rd apt 304","san pablo"
2822,2650,"market ave","san pablo"
2823,3068,"rollingwood dr","san pablo"
2824,12949,"alcosta blvd ste 100","san ramon"
2825,1725,"de la cruz blvd # 6","santa clara"
2826,1741,"warburton ave apt 6","santa clara"
2827,785,"orkney ave","santa clara"
2828,630,"park view dr","santa clara"
2829,303,"potrero st ste 5","santa cruz"
2830,NA,"","saratoga"
2831,4570,"cabello st","union city"
2832,460,"moorland st","vallejo"
2833,2320,"westcliffe ln apt 3","walnut creek"
2834,2075,"stratton rd","walnut creek"
2835,40,"alberta ter","walnut creek"
2836,2770,"camino diablo","walnut creek"
2837,152,"celia dr","watsonville"
2838,29,"w lake ave","watsonville"
2839,152,"w lake ave","watsonville"
2840,8230,"old redwood hwy","cotati"
2841,11251,"skyline rd","forestville"
2842,1390,"n mcdowell blvd","petaluma"
2843,24,"western ave","petaluma"
2844,1340,"commerce st","petaluma"
2845,1495,"francisco blvd e","san rafael"
2846,NA,"","san rafael"
2847,600,"wilson st","santa rosa"
2848,695,"lewis rd","santa rosa"
2849,946,"santa rosa ave","santa rosa"
2850,5441,"pepperwood rd","santa rosa"
2851,3200,"dutton ave","santa rosa"
2852,NA,"","santa rosa"
2853,2054,"montecito ave","santa rosa"
2854,NA,"","santa rosa"
2855,3565,"standish ave","santa rosa"
2856,340,"yolanda ave","santa rosa"
2857,100,"ebbtide av sausalito","sausalito"
2858,NA,"box","sebastopol"
2859,682,"w napa st","sonoma"
2860,601,"broadway","sonoma"
2861,300,"virginia st","vallejo"
2862,474,"geary st","san francisco"
2863,NA,"","san francisco"
2864,2714,"pine st","san francisco"
2865,1359,"lincoln ave","san jose"
2866,4710,"meridian ave.","san jose"
2867,1881,"rollins rd","burlingame"
2868,100,"berkeley sq","berkeley"
2869,1835,"willow pass rd","concord"
2870,82,"serramonte ctr","daly city"
2871,555,"oconnor st","east palo alto"
2872,10945,"san pablo ave","el cerrito"
2873,3300,"san pablo dam rd","el sobrante"
2874,2277,"n texas st","fairfield"
2875,1015,"e hillsdale blvd # 209","foster city"
2876,3406,"mount diablo blvd","lafayette"
2877,3240,"jefferson st","napa"
2878,5212,"broadway","oakland"
2879,534,"7th st","oakland"
2880,73,"town and country vlg","palo alto"
2881,1544,"fitzgerald dr","pinole"
2882,756,"woodside rd","redwood city"
2883,50,"washington ave.","richmond"
2884,12951,"san pablo ave","richmond"
2885,726,"market","san francisco"
2886,511,"hayes","san francisco"
2887,148,"w alma ave","san jose"
2888,2675,"glen fenton way","san jose"
2889,2663,"glen loman way","san jose"
2890,1620,"saratoga ave # a","san jose"
2891,1696,"berryessa rd","san jose"
2892,4112,"monterey hwy # c","san jose"
2893,2294,"story rd","san jose"
2894,1671,"n capitol ave","san jose"
2895,5643,"cottle rd","san jose"
2896,2591,"n. first st.","san jose"
2897,901,"s b st","san mateo"
2898,120,"peninsula ave apt 10","san mateo"
2899,2855,"stevenson st # 2192","santa clara"
2900,2026,"agnew rd","santa clara"
2901,841,"n branciforte ave","santa cruz"
2902,173,"sunset ave","suisun city"
2903,507,"marina ctr","suisun city"
2904,109,"appian way","union city"
2905,1201,"georgia st","vallejo"
2906,991,"redwood st","vallejo"
2907,1040,"grant rd","mountain view"
2908,41,"east gish rd","san jose"
2909,520,"alameda del prado","novato"
2910,2564,"springs rd","vallejo"
2911,447,"stockton st","san francisco"
2912,833,"e. stanley blvd.","livermore"
2913,663,"union @ columbus","san francisco"
2914,4408,"coast hwy.","pacifica"
2915,4353,"first st","livermore"
2916,1448,"burlingame avenue","burlingame"
2917,2603,"the alameda","santa clara"
2918,1608,"union st apt c","alameda"
2919,2105,"lincoln ave","alameda"
2920,2315,"santa clara ave","alameda"
2921,2328,"santa clara ave","alameda"
2922,1521,"webster st","alameda"
2923,2322,"lincoln ave","alameda"
2924,891,"island dr # a","alameda"
2925,1425,"park st","alameda"
2926,1307,"park st","alameda"
2927,839,"marina village pky","alameda"
2928,409,"kittyhawk rd","alameda"
2929,1434,"park st","alameda"
2930,409,"kittyhawk rd","alameda"
2931,642,"lincoln ave","alameda"
2932,642,"lincoln avenue","alameda"
2933,2410,"santa clara ave","alameda"
2934,1405,"park st","alameda"
2935,905,"san pablo ave","albany"
2936,1113,"solano ave","albany"
2937,1335,"solano ave","albany"
2938,917,"san pablo ave","albany"
2939,1406,"solano ave","albany"
2940,2896,"delta fair blvd","antioch"
2941,212,"g st","antioch"
2942,2757,"lone tree way","antioch"
2943,2556,"somersville rd","antioch"
2944,2401,"sycamore dr","antioch"
2945,1721,"alhambra dr","antioch"
2946,1611,"a st","antioch"
2947,2730,"delta fair blvd","antioch"
2948,2303,"buchanan rd","antioch"
2949,740,"w 2nd st","antioch"
2950,2621,"somersville rd","antioch"
2951,2378,"buchanan rd","antioch"
2952,1803,"w 10th st","antioch"
2953,3704,"lone tree way","antioch"
2954,207,"sea ridge rd","aptos"
2955,5,"deer park ctr","aptos"
2956,7960,"soquel dr ste k","aptos"
2957,600,"ralston ave","belmont"
2958,945,"ralston ave","belmont"
2959,1625,"el camino real","belmont"
2960,718,"1st st","benicia"
2961,408,"military e","benicia"
2962,2040,"columbus pky","benicia"
2963,836,"southampton rd # e","benicia"
2964,498,"military e","benicia"
2965,700,"university ave","berkeley"
2966,1647,"solano ave","berkeley"
2967,1647,"solano ave","berkeley"
2968,2533,"telegraph ave","berkeley"
2969,2984,"college ave","berkeley"
2970,2126,"center st","berkeley"
2971,2042,"university ave","berkeley"
2972,2507,"hearst ave","berkeley"
2973,2429,"shattuck ave","berkeley"
2974,1699,"solano ave","berkeley"
2975,2995,"college ave","berkeley"
2976,2026,"san pablo ave","berkeley"
2977,124,"berkeley sq","berkeley"
2978,139,"berkeley sq","berkeley"
2979,1593,"solano ave","berkeley"
2980,2025,"shattuck ave # 29","berkeley"
2981,2519,"durant ave","berkeley"
2982,1556,"solano ave","berkeley"
2983,1761,"alcatraz ave","berkeley"
2984,1717,"university ave # a","berkeley"
2985,1600,"shattuck ave ste 218","berkeley"
2986,2521,"dwight way","berkeley"
2987,1715,"solano ave","berkeley"
2988,2523,"durant ave","berkeley"
2989,2068,"center st","berkeley"
2990,2811,"telegraph ave","berkeley"
2991,2071,"university ave","berkeley"
2992,2115,"kittredge st","berkeley"
2993,1767,"solano ave","berkeley"
2994,1674,"shattuck ave","berkeley"
2995,2017,"shattuck ave","berkeley"
2996,13375,"highway 9","boulder creek"
2997,7840,"brentwood blvd","brentwood"
2998,8065,"brentwood blvd ste 9","brentwood"
2999,301,"visitacion ave","brisbane"
3000,433,"airport blvd ste 500","burlingame"
3001,1425,"burlingame ave","burlingame"
3002,1520,"trousdale dr","burlingame"
3003,1213,"burlingame ave","burlingame"
3004,248,"lorton ave","burlingame"
3005,1354,"lincoln ave","calistoga"
3006,1638,"w campbell ave","campbell"
3007,1731,"winchester blvd","campbell"
3008,1061,"lucot way","campbell"
3009,1740,"winchester blvd","campbell"
3010,104,"n san tomas aquino rd","campbell"
3011,2455,"winchester blvd","campbell"
3012,209,"esplanade","capitola"
3013,3789,"castro valley blvd","castro valley"
3014,3335,"castro valley blvd","castro valley"
3015,20855,"redwood rd","castro valley"
3016,4323,"lawrence dr","castro valley"
3017,3442,"village dr","castro valley"
3018,3563,"castro valley blvd","castro valley"
3019,22253,"redwood rd","castro valley"
3020,11578,"merritt st","castroville"
3021,4340,"clayton rd","concord"
3022,1627,"n. brd","walnut creek"
3023,1950,"grant st","concord"
3024,1980,"galindo st","concord"
3025,1975,"diamond blvd ste b140","concord"
3026,3622,"willow pass rd","concord"
3027,4804,"clayton rd","concord"
3028,1140,"meadow ln # a","concord"
3029,1500,"#a1 monument blvd","concord"
3030,1847,"willow pass rd # d","concord"
3031,4375,"clayton rd","concord"
3032,381,"sun valley mall # e211","concord"
3033,1740,"monument blvd","concord"
3034,4115,"concord blvd ste 52","concord"
3035,4484,"treat blvd","concord"
3036,5400,"ygnacio valley rd","concord"
3037,4340,"clayton rd","concord"
3038,1731,"willow pass rd","concord"
3039,785,"oak grove rd","concord"
3040,288,"sun valley mall mall f4","concord"
3041,4485,"clayton rd","concord"
3042,3426,"clayton rd","concord"
3043,1101,"kaitlin pl","concord"
3044,1823,"broadway","concord"
3045,4635,"clayton rd","concord"
3046,20050,"highway 40","crockett"
3047,7547,"donegal dr","cupertino"
3048,20956,"homestead rd # a","cupertino"
3049,22382,"homestead rd","cupertino"
3050,20588,"stevens creek blvd","cupertino"
3051,10074,"e estates dr","cupertino"
3052,10145,"n. deanza blvd","cupertino"
3053,19740,"stevens creek blvd","cupertino"
3054,83,"skyline plz","daly city"
3055,6811,"mission st","daly city"
3056,427,"gellert blvd","daly city"
3057,2368,"junipero serra blvd","daly city"
3058,6127,"mission st","daly city"
3059,3446,"camino tassajara","danville"
3060,105,"& d town & country dr","danville"
3061,150,"hartz ave","danville"
3062,59,"danville sq","danville"
3063,426,"diablo rd","danville"
3064,7200,"regional st","dublin"
3065,6608,"dublin blvd","dublin"
3066,8925,"san ramon rd","dublin"
3067,7111,"village pky","dublin"
3068,7150,"village pky","dublin"
3069,7265,"regional st","dublin"
3070,1972,"university ave","east palo alto"
3071,7516,"fairmount ave","el cerrito"
3072,10140,"san pablo ave","el cerrito"
3073,11265,"san pablo ave # a","el cerrito"
3074,225,"el cerrito plz","el cerrito"
3075,10350,"san pablo ave","el cerrito"
3076,10443,"san pablo ave","el cerrito"
3077,10675,"san pablo ave","el cerrito"
3078,11760,"san pablo ave ste c","el cerrito"
3079,10264,"san pablo ave","el cerrito"
3080,3340,"san pablo dam rd ste f","el sobrante"
3081,5047,"appian way","el sobrante"
3082,1310,"67th st","emeryville"
3083,3199,"powell st","emeryville"
3084,3986,"adeline st","emeryville"
3085,3986,"adeline st","emeryville"
3086,5800,"shellmound st","emeryville"
3087,2731,"n texas st","fairfield"
3088,2731,"n texas st","fairfield"
3089,715,"jackson st","fairfield"
3090,594,"parker rd","fairfield"
3091,2401,"waterman blvdsuite 7","fairfield"
3092,1955,"w texas st","fairfield"
3093,1972,"n texas st # a","fairfield"
3094,4437,"central pl","fairfield"
3095,739,"w texas st","fairfield"
3096,2703,"n texas st","fairfield"
3097,2155,"n texas st","fairfield"
3098,3073,"travis blvd","fairfield"
3099,844,"texas st","fairfield"
3100,1343,"oliver rd","fairfield"
3101,219,"w texas st","fairfield"
3102,1500,"oliver rd ste l","fairfield"
3103,1495,"beach park blvd","foster city"
3104,1288,"e hillsdale blvd # ste","foster city"
3105,901,"edgewater blvd # e","foster city"
3106,225,"carnation dr","freedom"
3107,1025,"glenhill dr","fremont"
3108,34360,"fremont blvd","fremont"
3109,39176,"argonaut way","fremont"
3110,39116,"state st","fremont"
3111,34755,"ardenwood blvd","fremont"
3112,681,"mowry ave","fremont"
3113,3880,"lake arrowhead ave","fremont"
3114,37415,"fremont blvd","fremont"
3115,39933,"mission blvd","fremont"
3116,46850,"warm springs blvd","fremont"
3117,3625,"thornton ave","fremont"
3118,39060,"fremont blvd","fremont"
3119,40460,"albrae st","fremont"
3120,42891,"hamilton way","fremont"
3121,40559,"fremont blvd","fremont"
3122,47966,"warm springs blvd","fremont"
3123,41063,"fremont blvd","fremont"
3124,34460,"fremont blvd ste b","fremont"
3125,39134,"fremont blvd","fremont"
3126,37533,"niles blvd","fremont"
3127,39486,"fremont blvd","fremont"
3128,39139,"farwell dr","fremont"
3129,45401,"fremont blvd","fremont"
3130,41043,"fremont blvd","fremont"
3131,3915,"washington blvd","fremont"
3132,39473,"fremont blvd","fremont"
3133,39144,"paseo padre pky","fremont"
3134,1616,"washington blvd","fremont"
3135,34299,"quartz ter","fremont"
3136,34123,"fremont blvd","fremont"
3137,37149,"fremont blvd","fremont"
3138,4222,"deep creek rd","fremont"
3139,38256,"glenmoor dr # a","fremont"
3140,41039,"fremont blvd","fremont"
3141,3988,"washington blvd","fremont"
3142,36659,"fremont blvd","fremont"
3143,1847,"argus ct","fremont"
3144,3625,"thornton ave","fremont"
3145,37418,"fremont blvd","fremont"
3146,7760,"monterey st # e","gilroy"
3147,80,"cabrillo hwy n ste u","half moon bay"
3148,1,"","half moon bay"
